OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Non-employing businesses (no.) (Data year: 2022),Employing businesses with 1-4 employees (no.) (Data year: 2022),Employing businesses with 5-19 employees (no.) (Data year: 2022),Employing businesses with 20 or more employees (no.) (Data year: 2022),Total businesses (no.) (Data year: 2022),Non employing business entries (no.) (Data year: 2022),Employing business entries with 1-4 employees (no.) (Data year: 2022),Employing business entries with 5-19 employees (no.) (Data year: 2022),Employing business entries with 20 or more employees (no.) (Data year: 2022),Total business entries (no.) (Data year: 2022),Non employing business exits (no.) (Data year: 2022),Employing business exits with 1-4 employees (no.) (Data year: 2022),Employing business exits with 5-19 employees (no.) (Data year: 2022),Employing business exits with 20 or more employees (no.) (Data year: 2022),Total business exits (no.) (Data year: 2022),"Number of businesses: Agriculture, forestry and fishing industry (no.) (Data year: 2022)",Number of businesses: Mining industry (no.) (Data year: 2022),Number of businesses: Manufacturing industry (no.) (Data year: 2022),"Number of businesses: Electricity, gas water and waste services industry (no.) (Data year: 2022)",Number of businesses: Construction industry (no.) (Data year: 2022),Number of businesses: Wholesale trade industry (no.) (Data year: 2022),Number of businesses: Retail trade industry (no.) (Data year: 2022),Number of businesses: Accommodation and food services industry (no.) (Data year: 2022),"Number of businesses: Transport, postal and warehousing industry (no.) (Data year: 2022)",Number of businesses: Information media and telecommunications industry (no.) (Data year: 2022),Number of businesses: Financial and insurance services industry (no.) (Data year: 2022),"Number of businesses: Rental, hiring and real estate services industry (no.) (Data year: 2022)","Number of businesses: Professional, scientific and technical services industry (no.) (Data year: 2022)",Number of businesses: Administrative and support services industry (no.) (Data year: 2022),Number of businesses: Public administration and safety industry (no.) (Data year: 2022),Number of businesses: Education and training industry (no.) (Data year: 2022),Number of businesses: Health care and social assistance industry (no.) (Data year: 2022),Number of businesses: Arts and recreation services industry (no.) (Data year: 2022),Number of businesses: Other service industries (no.) (Data year: 2022),Number of businesses: Industry currently unknown (no.) (Data year: 2022),Businesses with turnover of zero to less than $50k (no.) (Data year: 2022),Businesses with turnover of $50k to less than $200k (no.) (Data year: 2022),Businesses with turnover of $200k to less than $2m (no.) (Data year: 2022),Businesses with turnover of $2m to less than $5m (no.) (Data year: 2022),Businesses with turnover of $5m to less than $10m (no.) (Data year: 2022),Businesses with turnover of $10m or more (no.) (Data year: 2022),Business entries with turnover of zero to less than $50k (no.) (Data year: 2022),Business entries with turnover of $50k to less than $200k (no.) (Data year: 2022),Business entries with turnover of $200k to less than $2m (no.) (Data year: 2022),Business entries with turnover of $2m to less than $5m (no.) (Data year: 2022),Business entries with turnover of $5m to less than $10m (no.) (Data year: 2022),Business entries with turnover of $10m or more (no.) (Data year: 2022),Business exits with turnover of zero to less than $50k (no.) (Data year: 2022),Business exits with turnover of $50k to less than $200k (no.) (Data year: 2022),Business exits with turnover of $200k to less than $2m (no.) (Data year: 2022),Business exits with turnover of $2m to less than $5m (no.) (Data year: 2022),Business exits with turnover of $5m to less than $10m (no.) (Data year: 2022),Business exits with turnover of $10m or more (no.) (Data year: 2022),Building approvals: Private sector houses (no.) (Data year: 2022),Building approvals: Private sector dwellings excluding houses (no.) (Data year: 2022),Building approvals: Total private sector dwelling units (no.) (Data year: 2022),Building approvals: Total dwelling units (no.) (Data year: 2022),Building approvals: Value of private sector houses ($m) (Data year: 2022),Building approvals: Value of private sector dwellings excluding houses ($m) (Data year: 2022),Building approvals: Total value of private sector dwelling units ($m) (Data year: 2022),Building approvals: Value of residential building ($m) (Data year: 2022),Building approvals: Value of non-residential building ($m) (Data year: 2022),Building approvals: Value of total building ($m) (Data year: 2022),Number of established house transfers (no.) (Data year: 2021),Median price of established house transfers ($) (Data year: 2021),Number of attached dwelling transfers (no.) (Data year: 2021),Median price of attached dwelling transfers ($) (Data year: 2021),Registered passenger motor vehicles (no.) (Data year: 2020),Registered campervans (no.) (Data year: 2020),Registered light commercial vehicles (no.) (Data year: 2020),Registered light rigid trucks (no.) (Data year: 2020),Registered heavy rigid trucks (no.) (Data year: 2020),Registered articulated trucks (no.) (Data year: 2020),Registered non-freight carrying trucks (no.) (Data year: 2020),Registered buses (no.) (Data year: 2020),Registered motorcycles (no.) (Data year: 2020),Total registered motor vehicles (no.) (Data year: 2020),Registered petrol fuel motor vehicles (no.) (Data year: 2020),Registered diesel fuel motor vehicles (no.) (Data year: 2020),Registered LPG/dual/other fuel motor vehicles (no.) (Data year: 2020),Registered electric motor vehicles (no.) (Data year: 2020),Registered motor vehicles less than 5 years old (no.) (Data year: 2020),Registered motor vehicles 5 to 10 years old (no.) (Data year: 2020),Registered motor vehicles over 10 years old (no.) (Data year: 2020),Agricultural commodities: Total area of holding (ha) (Data year: 2021),Agricultural commodities: Total dairy cattle (no.) (Data year: 2021),Agricultural commodities: Total meat cattle (no.) (Data year: 2021),Agricultural commodities: Total sheep and lambs (no.) (Data year: 2021),Agricultural commodities: Total pigs (no.) (Data year: 2021),Agricultural commodities: Total meat chickens (no.) (Data year: 2021),Agricultural commodities: Total area of broadacre crops (ha) (Data year: 2021),Agricultural commodities: Total area of vegetables (ha) (Data year: 2021),Agricultural commodities: Total area of orchard fruit trees and nut trees (produce intended for sale) (ha) (Data year: 2021),Agricultural production: Total gross value ($m) (Data year: 2021),Agricultural production: Crops: Total gross value ($m) (Data year: 2021),Agricultural production: Livestock slaughtered and other disposals: Total gross value ($m) (Data year: 2021),"Industry of employment: Agriculture, forestry and fishing (%) (Data year: 2021)",Industry of employment: Mining (%) (Data year: 2021),Industry of employment: Manufacturing (%) (Data year: 2021),"Industry of employment: Electricity, gas water and waste services (%) (Data year: 2021)",Industry of employment: Construction (%) (Data year: 2021),Industry of employment: Wholesale trade (%) (Data year: 2021),Industry of employment: Retail trade (%) (Data year: 2021),Industry of employment: Accommodation and food services (%) (Data year: 2021),"Industry of employment: Transport, postal and warehousing (%) (Data year: 2021)",Industry of employment: Information media and telecommunications (%) (Data year: 2021),Industry of employment: Financial and insurance services (%) (Data year: 2021),"Industry of employment: Rental, hiring and real estate services (%) (Data year: 2021)","Industry of employment: Professional, scientific and technical services (%) (Data year: 2021)",Industry of employment: Administrative and support services (%) (Data year: 2021),Industry of employment: Public administration and safety (%) (Data year: 2021),Industry of employment: Education and training (%) (Data year: 2021),Industry of employment: Health care and social assistance (%) (Data year: 2021),Industry of employment: Arts and recreation services (%) (Data year: 2021),Industry of employment: Other services (%) (Data year: 2021),Industry of employment: Inadequately described or not stated (%) (Data year: 2021),Industry of employment: Total persons employed aged 15 years and over (no.) (Data year: 2021),Estimated dwelling stock: Houses: Additions (no.) (Data year: 2022),Estimated dwelling stock: Houses: Removals (no.) (Data year: 2022),Estimated dwelling stock: Houses: Total (no.) (Data year: 2022),Estimated dwelling stock: Townhouses: Additions (no.) (Data year: 2022),Estimated dwelling stock: Townhouses: Removals (no.) (Data year: 2022),Estimated dwelling stock: Townhouses: Total (no.) (Data year: 2022),Estimated dwelling stock: Apartments: Additions (no.) (Data year: 2022),Estimated dwelling stock: Apartments: Removals (no.) (Data year: 2022),Estimated dwelling stock: Apartments: Total (no.) (Data year: 2022),Estimated dwelling stock: Total dwelling additions (no.) (Data year: 2022),Estimated dwelling stock: Total dwelling removals (no.) (Data year: 2022),Estimated dwelling stock: Total estimated dwelling stock (no.) (Data year: 2022),globalid,Shape__Area,Shape__Length
1,101021007,Braidwood,3418.3525,https://linked.data.gov.au/dataset/asgsed3/SA2/101021007,491,180,50,5,725,70,25,3,,97,46,13,3,,61,295,,23,3,89,16,35,28,28,3,17,38,77,13,,8,15,8,22,,257,227,214,20,,5,42,36,19,,,,23,29,5,,,,46,1,47,47,24,,24,25,1,26,117,620000,10,610000,2351,13,1495,67,200,36,4,35,227,4434,2357,1991,86,,962,1060,2420,102989.1,,32674.9,47873.3,,,1329.3,34.9,15.8,29.2,4.4,23.2,13,2.9,3.6,1.8,11.6,1.3,6.9,6.9,3.6,0.8,1.2,1.3,6,2.5,12,8.2,7.6,1.5,3.1,4.1,2013,19,1,2581,1,,86,,,15,20,1,2697,ab4177df-40ab-4690-ab47-065b9eb60484,0.339397032,3.913694552
2,101021008,Karabar,6.9825,https://linked.data.gov.au/dataset/asgsed3/SA2/101021008,245,147,22,3,418,65,22,3,,88,38,10,,,45,9,,15,,146,5,14,11,47,,8,28,41,24,3,9,9,5,22,3,99,171,142,6,,,32,39,22,,,,15,16,17,,,,3,,3,3,2,,2,2,1,3,126,667500,49,485000,5169,20,1880,148,316,35,5,39,427,8037,5159,2709,134,7,2456,2243,3337,,,,,,,,,,,,,0.3,0.2,3.9,1.3,14.3,1.7,7.7,5.3,3.9,0.8,0.8,1.5,6.3,3.2,22.5,6.8,9.9,1.3,4.2,3.8,4315,4,,2736,,,599,,,113,4,,3448,454d4510-da4a-496b-8493-31221981f4ff,0.000692574,0.138641955
3,101021009,Queanbeyan,4.762,https://linked.data.gov.au/dataset/asgsed3/SA2/101021009,493,256,97,27,865,133,44,5,,181,72,17,3,,89,15,,30,,169,17,57,67,122,8,11,81,78,56,4,19,63,14,57,,237,286,280,39,12,6,73,81,29,,,,52,39,9,3,,,11,,11,11,7,,7,8,86,94,130,665000,208,340000,6786,26,2468,194,415,45,7,51,561,10551,6773,3557,176,9,3224,2944,4381,884.2,,201.7,,,,,,,0.1,,0.1,0.3,,3.7,1,10.9,1.4,9.2,6.4,3.5,1.1,0.8,1.3,6.2,3.4,22.8,6.5,11.8,1.7,3.6,4.4,6247,6,4,2256,17,,1341,4,,2078,27,4,5690,291324dc-9e2f-4bad-b14d-f34d50af0260,0.000472213,0.107150167
4,101021010,Queanbeyan - East,13.0032,https://linked.data.gov.au/dataset/asgsed3/SA2/101021010,349,166,112,41,664,90,36,6,,127,35,9,3,,55,3,6,79,9,155,29,23,23,74,3,13,95,61,16,,5,13,7,40,,180,150,234,42,23,28,57,44,22,,3,,28,11,12,3,,,,8,8,13,1,2,3,4,3,7,37,747750,129,320000,2988,11,1087,86,183,20,3,22,247,4646,2982,1566,78,4,1420,1296,1929,,,,,,,,,,,,,0.3,,4.1,0.7,9.3,1.6,8,6.4,3.7,1.2,1.1,1.2,7.3,3.4,24.2,6.8,12.1,1.1,3.7,4,2922,,4,895,5,,807,,,876,5,4,2578,c5a81347-b9f2-444c-9c92-105ebfcd1416,0.001289505,0.189549073
5,101021012,Queanbeyan West - Jerrabomberra,13.6748,https://linked.data.gov.au/dataset/asgsed3/SA2/101021012,458,309,109,20,899,89,44,3,,132,79,34,5,,117,14,,45,6,259,22,42,13,46,3,26,112,151,34,3,13,30,12,61,,211,249,345,51,24,16,55,50,23,,3,,64,41,16,,,,3,,3,3,4,,4,4,10,15,194,868000,68,510000,7840,22,1810,101,167,16,,21,576,10555,7413,2962,142,3,3679,3205,3669,,,,,,,,,,,,,0.3,0.2,3,0.9,10.2,1.4,7,4.9,2.2,1.3,1.1,1.4,8.8,2.3,31.6,7.7,8.7,1.4,3.2,2.8,7398,,,3754,,,742,,,114,,,4625,09a89ef8-f1c0-412f-b40e-7f6c6c39d28a,0.001356378,0.193368206
6,101021610,Googong,6.9164,https://linked.data.gov.au/dataset/asgsed3/SA2/101021610,139,113,18,,266,42,21,,,64,24,6,,,33,,,4,3,79,3,16,13,20,3,3,8,48,17,3,,14,5,17,,78,87,93,6,,,20,27,16,,,,13,10,7,,,,119,44,163,163,56,11,67,67,60,127,312,656600,15,549000,1020,5,420,25,63,7,,7,89,1637,996,604,30,,501,444,691,875.6,,43,851.7,,,,,,0.1,,0.1,0.2,0.2,2.7,0.8,9.7,1.3,5.3,3.1,2,1.1,1.6,1.6,8.7,2.3,36,6.7,10.8,0.8,2.6,2.7,3621,84,,2012,2,,128,,,30,86,,2170,f4ebfde0-bf66-4355-b392-9f20a5dd36c3,0.000686485,0.110633603
7,101021611,Queanbeyan Surrounds,3047.7057,https://linked.data.gov.au/dataset/asgsed3/SA2/101021611,972,604,141,22,1741,173,94,3,,271,154,41,3,,198,328,3,52,6,445,20,78,47,80,15,48,122,274,55,3,30,47,21,66,,505,528,621,65,11,7,102,113,53,,,,100,62,32,,,,200,13,213,213,85,4,89,91,4,95,360,775000,24,522500,9528,51,3921,234,593,61,11,62,836,15295,9306,5637,281,11,4677,4150,6458,91449.8,,9578.5,99348.2,,,1592.1,4.6,63.7,18.8,3.9,11.1,3.2,0.2,3.3,1,13.7,1.5,5.6,3.9,3,1,1.1,1.3,9.1,1.9,25.1,8,8.1,1.5,3.8,3.5,9023,63,4,6004,4,,81,,,32,67,4,6122,b3d420b0-fbe9-4e82-98fe-c385c63ccb7d,0.302555734,4.39506961
8,101031013,Bombala,3990.144,https://linked.data.gov.au/dataset/asgsed3/SA2/101031013,240,111,48,8,405,25,7,3,,37,22,3,,,24,249,,11,3,33,4,20,14,21,,3,17,7,9,,3,7,3,9,,100,136,145,21,3,3,12,9,5,,,,15,3,5,,,,4,,4,4,2,,2,2,1,3,58,292500,,,1202,10,1032,38,94,35,3,18,121,2559,1247,1279,28,,630,567,1363,142707,83.1,16695.4,352590,3.6,,3149.6,,,45.3,3.1,30,28.7,0.7,9.2,0.9,5.8,1.3,8.9,5,3.4,,1.1,,2,1.2,5.7,8.2,9.2,1.1,1.8,5.3,1104,5,,1348,,,25,,,15,5,,1388,5aeb2405-bcdd-4637-a19e-a8f829d8d6aa,0.40328973,4.564178785
9,101031014,Cooma,103.6371,https://linked.data.gov.au/dataset/asgsed3/SA2/101031014,330,218,111,16,671,45,28,3,,81,38,11,3,,55,99,3,23,3,124,16,54,55,42,4,10,59,59,24,,15,34,10,41,,138,209,272,30,17,12,27,30,22,,,3,25,27,10,,,,12,1,13,13,5,,5,6,13,19,177,385000,,,3917,13,2143,85,230,42,15,76,306,6823,3975,2729,95,,1734,1629,3462,34356.6,133.5,3310.5,37399.5,3.4,,164.2,,,5.6,0.3,4,2.4,0.1,2.2,6.4,11.8,1.9,12.9,8.9,4.2,0.9,1.1,1.8,4.3,3.2,10,8.8,10.9,1,3.3,3.6,3039,19,1,2876,16,,250,1,,233,36,1,3393,ca48605a-d01c-4465-947d-f6505ebe199e,0.010391551,0.544648747
10,101031015,Cooma Surrounds,6251.0158,https://linked.data.gov.au/dataset/asgsed3/SA2/101031015,313,159,46,3,528,45,18,,,66,39,8,3,,50,254,,10,3,84,4,18,28,21,3,6,24,29,10,,5,12,4,8,,167,176,171,9,3,,31,24,11,,,,22,13,14,,,,13,2,15,15,5,,6,6,1,7,100,430000,,,1837,9,1137,45,143,27,4,29,157,3388,1826,1495,61,,797,770,1824,238642.2,,27136.1,327973.8,59.8,,3482.2,133.3,,56.6,13.4,32.1,18.7,1,2.5,4.2,10.9,2.1,8.4,6.8,3.3,0.7,0.3,0.7,5.2,2.4,12.6,6.2,6.8,1.1,3.1,3.3,1728,7,,1853,,,5,,,,7,,1863,c26dd020-764d-4322-8c0e-1b2306679e05,0.625820037,7.166236693
